filepath,species,label_id,split
Vulpes vulpes/region_0.050-2.050.mp3,Vulpes vulpes,117,heldout
Vulpes vulpes/region_112.799-114.798.mp3,Vulpes vulpes,117,heldout
Vulpes vulpes/region_117.946-119.596.mp3,Vulpes vulpes,117,heldout
Vulpes vulpes/region_21.590-23.589.mp3,Vulpes vulpes,117,heldout
Vulpes vulpes/region_39.800-41.800.mp3,Vulpes vulpes,117,heldout
Vulpes vulpes/region_553.050-554.050.mp3,Vulpes vulpes,117,heldout
Vulpes vulpes/region_57.800-59.800.mp3,Vulpes vulpes,117,heldout
Vulpes vulpes/region_581.550-583.550.mp3,Vulpes vulpes,117,heldout
Vulpes vulpes/region_582.000-583.600.mp3,Vulpes vulpes,117,heldout
Vulpes vulpes/region_701.900-703.900.mp3,Vulpes vulpes,117,heldout
brant/XC164608.ogg,brant,118,heldout
brant/XC295512.ogg,brant,118,heldout
brant/XC349592.ogg,brant,118,heldout
brant/XC352831.ogg,brant,118,heldout
brant/XC526223.ogg,brant,118,heldout
brant/XC526264.ogg,brant,118,heldout
brant/XC552893.ogg,brant,118,heldout
brant/XC590499.ogg,brant,118,heldout
brant/XC591599.ogg,brant,118,heldout
brant/XC598958.ogg,brant,118,heldout
jabwar/XC122542.ogg,jabwar,119,heldout
jabwar/XC191196.ogg,jabwar,119,heldout
jabwar/XC198427.ogg,jabwar,119,heldout
jabwar/XC236038.ogg,jabwar,119,heldout
jabwar/XC282183.ogg,jabwar,119,heldout
jabwar/XC309570.ogg,jabwar,119,heldout
jabwar/XC385099.ogg,jabwar,119,heldout
jabwar/XC410204.ogg,jabwar,119,heldout
jabwar/XC475525.ogg,jabwar,119,heldout
jabwar/XC507288.ogg,jabwar,119,heldout
sheowl/XC266949.ogg,sheowl,120,heldout
sheowl/XC304290.ogg,sheowl,120,heldout
sheowl/XC304334.ogg,sheowl,120,heldout
sheowl/XC410559.ogg,sheowl,120,heldout
sheowl/XC425961.ogg,sheowl,120,heldout
sheowl/XC474679.ogg,sheowl,120,heldout
sheowl/XC519559.ogg,sheowl,120,heldout
sheowl/XC583738.ogg,sheowl,120,heldout
sheowl/XC605731.ogg,sheowl,120,heldout
sheowl/XC616344.ogg,sheowl,120,heldout
spodov/XC190962.ogg,spodov,121,heldout
spodov/XC197100.ogg,spodov,121,heldout
spodov/XC291106.ogg,spodov,121,heldout
spodov/XC352026.ogg,spodov,121,heldout
spodov/XC364383.ogg,spodov,121,heldout
spodov/XC443310.ogg,spodov,121,heldout
spodov/XC446608.ogg,spodov,121,heldout
spodov/XC464795.ogg,spodov,121,heldout
spodov/XC484952.ogg,spodov,121,heldout
spodov/XC616498.ogg,spodov,121,heldout
wiltur/XC104533.ogg,wiltur,122,heldout
wiltur/XC152604.ogg,wiltur,122,heldout
wiltur/XC247281.ogg,wiltur,122,heldout
wiltur/XC30895.ogg,wiltur,122,heldout
wiltur/XC30896.ogg,wiltur,122,heldout
wiltur/XC419815.ogg,wiltur,122,heldout
wiltur/XC428566.ogg,wiltur,122,heldout
wiltur/XC433074.ogg,wiltur,122,heldout
wiltur/XC481141.ogg,wiltur,122,heldout
wiltur/XC538557.ogg,wiltur,122,heldout
