,sounds,species,latitude,longitude
1958,X01430,Strepera graculina,"""-33.1101""","""150.0567"""
1959,X03320,Philemon corniculatus,"""-33.1341""","""150.1358"""
1960,X04095,Trichosurus vulpecula,"""-33.1449""","""149.9814"""
1961,X03835,Gymnorhina tibicen,"""-33.1341""","""150.1358"""
1962,X03625,Eopsaltria australis,"""-33.1449""","""149.9814"""
1963,X00592,Pardalotus striatus,"""-17.4549""","""138.3563"""
1964,X00941,Melithreptus albogularis,"""-13.503""","""132.3946"""
1965,X04206,Litoria myola,"""-16.8""","""145.6"""
1966,X02004,Psophodes nigrogularis,"""-34.7874""","""135.8039"""
1967,X01451,Corvus coronoides,"""-33.1449""","""149.9814"""
1968,X01685,Menura novaehollandiae,"""-33.2904""","""150.1161"""
1969,X03781,Cracticus torquatus,"""-33.1171""","""150.1566"""
1970,X02949,Ninox boobook,"""-33.1449""","""149.9814"""
1971,X00206,Tettigoniidae sp.,"""-33.1449""","""149.9814"""
1972,X00674,Acanthiza apicalis,"""-24.2004""","""132.8231"""
1973,X00740,Philemon buceroides,"""-13.4935""","""132.5857"""
1974,X03704,Myiagra rubecula,"""-33.1171""","""150.1566"""
1975,X02308,Pomatostomus superciliosus,"""-33.1449""","""149.9814"""
1976,X01618,Zosterops lateralis,"""-33.1449""","""149.9814"""
1977,X04109,Psophodes nigrogularis,"""-34.907""","""135.6858"""
1978,X03082,Menura novaehollandiae,"""-32.7995""","""149.9715"""
1979,X02014,Psophodes olivaceus,"""-28.4589""","""153.1341"""
1980,X03290,Anthochaera carunculata,"""-33.1449""","""149.9814"""
1981,X02841,Cacatua galerita,"""-33.1449""","""149.9814"""
1982,X01118,Eopsaltria australis,"""-33.1449""","""149.9814"""
1983,X02563,Limnodynastes dumerilii,"""-33.1449""","""149.9814"""
1984,X00338,Spilopelia chinensis,"""-28.0606""","""153.4355"""
1985,X02863,Glossopsitta concinna,"""-33.1449""","""149.9814"""
1986,X03244,Acanthiza pusilla,"""-33.1101""","""150.0567"""
1987,X00526,Todiramphus macleayii,"""-13.8889""","""132.7813"""
1988,X03122,Menura novaehollandiae,"""-33.4115""","""150.0649"""
1989,X00887,Caligavis chrysops,"""-33.1449""","""149.9814"""
1990,X02654,Turnix varius,"""-33.1341""","""150.1358"""
1991,X03226,Gerygone mouki,"""-29.4079""","""153.3503"""
1992,X00947,Melithreptus lunatus,"""-32.8405""","""150.3575"""
1993,X03293,Anthochaera carunculata,"""-33.1341""","""150.1358"""
1994,X01838,Crinia signifera,"""-33.1301""","""150.1398"""
1995,X02174,Platycercus adscitus,"""-33.1449""","""149.9814"""
1996,X02474,Caligavis chrysops,"""-33.1341""","""150.1358"""
1997,X04199,Cophixalus exiguus,"""-15.73333""","""145.28333"""
1998,X02355,Colluricincla harmonica,"""-33.1801""","""150.1256"""
1999,X02259,Corvus coronoides,"""-33.1341""","""150.1358"""
2000,X02217,Vanellus spinosus,"""-33.1341""","""150.1358"""
2001,X00598,Pycnoptilus floccosus,"""-32.8405""","""150.3575"""
2002,X03330,Philemon corniculatus,"""-33.1384""","""150.1269"""
2003,X02296,Smicrornis brevirostris,"""-33.1341""","""150.1358"""
2004,X03192,Pyrrholaemus sagittata,"""-33.1449""","""149.9814"""
2005,X03177,Sericornis frontalis,"""-33.1171""","""150.1566"""
2006,X00487,Chalcites basalis,"""-33.1449""","""149.9814"""
2007,X03383,Anthochaera phrygia,"""-33.0522""","""150.1722"""
2008,X04264,Litoria serrata,"""-16.95198""","""145.61961"""
2009,X00933,Ptilotula penicillata,"""-33.1449""","""149.9814"""
2010,X03260,Acanthiza reguloides,"""-33.1449""","""149.9814"""
2011,X04074,Osphranter robustus,"""-33.1449""","""149.9814"""
2012,X00488,Chalcites basalis,"""-33.1449""","""149.9814"""
2013,X02279,Aegotheles cristatus,"""-33.1341""","""150.1358"""
2014,X01540,Stagonopleura guttata,"""-33.1449""","""149.9814"""
2015,X01498,Stizoptera bichenovii,"""-33.1449""","""149.9814"""
2016,X00678,Acanthiza uropygialis,"""-24.2004""","""132.8231"""
2017,X02230,Strepera graculina,"""-33.1341""","""150.1358"""
2018,X00370,Calyptorhynchus lathami,"""-33.1""","""150.0"""
2019,X02455,Ptilotula penicillata,"""-33.1801""","""150.1256"""
2020,X02455,Ptilotula penicillata,"""-33.1801""","""150.1256"""
2021,X03203,Pyrrholaemus sagittata,"""-33.1449""","""149.9814"""
2022,X01308,Grallina cyanoleuca,"""-30.5146""","""151.6669"""
2023,X02294,Strepera graculina,"""-33.1341""","""150.1358"""
2024,X00503,Ninox connivens,"""-18.7395""","""138.3191"""
2025,X03412,Anthochaera phrygia,"""-30.4511""","""151.2195"""
2026,X04134,Psophodes nigrogularis,"""-34.9713""","""135.9529"""
2027,X00264,Anseranas semipalmata,"""-12.6499""","""132.5728"""
2028,X01458,Corvus mellori,"""-33.1449""","""149.9814"""
2029,X02189,Smicrornis brevirostris,"""-33.1341""","""150.1358"""
2030,X00421,Platycercus elegans,"""-33.1449""","""149.9814"""
2031,X00371,Calyptorhynchus lathami,"""-33.1""","""150.0"""
2032,X00794,Philemon corniculatus,"""-33.1449""","""149.9814"""
2033,X01216,Pachycephala rufiventris,"""-33.1449""","""149.9814"""
2034,X03921,Taeniopygia guttata,"""-33.1449""","""149.9814"""
2035,X01071,Petroica goodenovii,"""-33.1449""","""149.9814"""
2036,X02016,Psophodes olivaceus,"""-33.1101""","""150.0567"""
2037,X01238,Colluricincla harmonica,"""-13.4935""","""132.5857"""
2038,X02804,Phaps elegans,"""-33.1449""","""149.9814"""
2039,X03014,Aegotheles cristatus,"""-33.1449""","""149.9814"""
2040,X03440,Anthochaera phrygia,"""-33.1384""","""150.1269"""
2041,X00117,Limnodynastes peronii,"""-33.3814""","""149.885"""
2042,X03820,Cracticus nigrogularis,"""-29.4079""","""153.3503"""
2043,X01272,Myiagra rubecula,"""-33.1449""","""149.9814"""
2044,X01159,Cinclosoma punctatum,"""-33.3089""","""149.9305"""
2045,X01363,Oriolus flavocinctus,"""-13.3019""","""132.4329"""
2046,X02403,Colluricincla harmonica,"""-33.1341""","""150.1358"""
2047,X00561,Malurus cyaneus,"""-33.1449""","""149.9814"""
2048,X03962,Psaltoda plaga,"""-33.1171""","""150.1566"""
2049,X00300,Hieraaetus morphnoides,"""-33.1449""","""149.9814"""
2050,X00442,Melopsittacus undulatus,"""-23.7367""","""132.3451"""
2051,X03895,Corvus coronoides,"""-33.1449""","""149.9814"""
2052,X04250,Litoria serrata,"""-16.95198""","""145.61961"""
2053,X01563,Dicaeum hirundinaceum,"""-33.1449""","""149.9814"""
2054,X00298,Hieraaetus morphnoides,"""-33.1449""","""149.9814"""
2055,X01488,Anthus novaeseelandiae,"""-33.1449""","""149.9814"""
2056,X02749,Litoria caerulea,"""-33.1449""","""149.9814"""
2057,X00425,Platycercus elegans,"""-33.1449""","""149.9814"""
2058,X02197,Caligavis chrysops,"""-33.1341""","""150.1358"""
2059,X01544,Stagonopleura guttata,"""-33.1449""","""149.9814"""
2060,X03980,Gryllotalpidae sp.,"""-33.1449""","""149.9814"""
2061,X02553,Gymnorhina tibicen,"""-33.1449""","""149.9814"""
2062,X02605,Canis familiaris,"""-33.4115""","""150.0649"""
2063,X01523,Aidemosyne modesta,"""-33.1449""","""149.9814"""
2064,X02469,Limnodynastes dumerilii,"""-33.4123""","""150.0799"""
2065,X02388,Caligavis chrysops,"""-33.1341""","""150.1358"""
2066,X00363,Leucosarcia melanoleuca,"""-33.1101""","""150.0567"""
2067,X01546,Dicaeum hirundinaceum,"""-33.1449""","""149.9814"""
2068,X04310,Litoria serrata,"""-16.93669""","""145.61621"""
2069,X00695,Acanthiza nana,"""-33.1449""","""149.9814"""
2070,X01307,Grallina cyanoleuca,"""-33.1449""","""149.9814"""
2071,X01539,Stagonopleura guttata,"""-33.1449""","""149.9814"""
2072,X03051,Dacelo novaeguineae,"""-33.1449""","""149.9814"""
2073,X00831,Anthochaera phrygia,"""-33.1449""","""149.9814"""
2074,X03720,Rhipidura albiscapa,"""-33.1341""","""150.1358"""
2075,X01671,Menura novaehollandiae,"""-33.3209""","""150.1182"""
2076,X04331,Litoria serrata,"""-16.98053""","""145.63499"""
2077,X01750,Menura novaehollandiae,"""-33.3209""","""150.1182"""
2078,X00919,Ptilotula fusca,"""-33.1449""","""149.9814"""
2079,X03960,Cicadidae sp.,"""-33.1341""","""150.1358"""
2080,X02969,Eurostopodus mystacalis,"""-33.1449""","""149.9814"""
2081,X04165,Psophodes nigrogularis,"""-35.1605""","""137.0712"""
2082,X00492,Chalcites basalis,"""-33.3814""","""149.8849"""
2083,X02374,Cracticus torquatus,"""-33.1801""","""150.1256"""
2084,X03791,Cracticus torquatus,"""-33.1449""","""149.9814"""
2085,X04249,Litoria serrata,"""-16.95198""","""145.61961"""
2086,X00447,Neophema pulchella,"""-33.14""","""149.98"""
2087,X02785,Turnix varius,"""-33.1449""","""149.9814"""
2088,X02146,Acrocephalus australis,"""-33.1449""","""149.9814"""
2089,X04008,Froggattina australis,"""-33.1341""","""150.1358"""
2090,X01738,Menura novaehollandiae,"""-33.3089""","""149.9305"""
2091,X00829,Anthochaera phrygia,"""-33.1449""","""149.9814"""
2092,X01798,Litoria peronii,"""-33.3814""","""149.885"""
2093,X01349,Coracina papuensis,"""-12.6539""","""131.7142"""
2094,X01390,Cracticus torquatus,"""-33.1449""","""149.9814"""
2095,X02119,Pachycephala rufiventris,"""-33.1449""","""149.9814"""
2096,X00942,Melithreptus albogularis,"""-13.3126""","""132.4231"""
2097,X01661,Menura novaehollandiae,"""-33.1385""","""150.0593"""
2098,X00233,Psaltoda moerens,"""-33.1449""","""149.9814"""
2099,X02380,Corvus coronoides,"""-33.1801""","""150.1256"""
2100,X01233,Colluricincla harmonica,"""-18.6712""","""139.2359"""
2101,X02227,Zosterops lateralis,"""-33.1341""","""150.1358"""
2102,X02253,Strepera graculina,"""-33.1341""","""150.1358"""
2103,X03789,Cracticus torquatus,"""-33.1449""","""149.9814"""
2104,X03592,Myzomela sanguinolenta,"""-33.1449""","""149.9814"""
2105,X01436,Strepera graculina,"""-28.0731""","""153.4439"""
2106,X01179,Pachycephala inornata,"""-33.1449""","""149.9814"""
2107,X01459,Corvus mellori,"""-33.1449""","""149.9814"""
2108,X00336,Vanellus miles,"""-32.8344""","""150.2058"""
2109,X03455,Anthochaera phrygia,"""-33.0522""","""150.1722"""
2110,X03733,Rhipidura leucophrys,"""-33.1519""","""150.1279"""
2111,X02789,Elseyornis melanops,"""-33.1449""","""149.9814"""
2112,X02588,Cacomantis flabelliformis,"""-29.4079""","""153.3503"""
2113,X00607,Sericornis frontalis,"""-33.3814""","""149.8849"""
2114,X00410,Alisterus scapularis,"""-33.1171""","""150.1566"""
2115,X03363,Philemon corniculatus,"""-33.1449""","""149.9814"""
2116,X02650,Ptilotula penicillata,"""-33.1449""","""149.9814"""
2117,X04011,Froggattina australis,"""-33.1341""","""150.1358"""
2118,X01691,Menura novaehollandiae,"""-33.2469""","""149.8614"""
2119,X03490,Caligavis chrysops,"""-33.1449""","""149.9814"""
2120,X03090,Menura novaehollandiae,"""-33.2236""","""150.0456"""
2121,X02691,Philemon corniculatus,"""-33.1341""","""150.1358"""
2122,X04070,Macropus giganteus,"""-33.1449""","""149.9814"""
2123,X00997,Microeca flavigaster,"""-12.1761""","""132.2409"""
2124,X01835,Cacomantis flabelliformis,"""-33.1171""","""150.1566"""
2125,X01317,Rhipidura albiscapa,"""-33.1449""","""149.9814"""
2126,X01772,Menura novaehollandiae,"""-33.1738""","""149.9977"""
2127,X04051,Microchiroptera sp.,"""-33.1449""","""149.9814"""
2128,X03515,Ptilotula fusca,"""-33.1341""","""150.1358"""
2129,X01757,Menura novaehollandiae,"""-33.2469""","""149.8614"""
2130,X00962,Phylidonyris novaehollandiae,"""-32.8344""","""150.2058"""
2131,X04020,Conocephalus upoluensis,"""-33.1449""","""149.9814"""
2132,X00842,Anthochaera phrygia,"""-33.1449""","""149.9814"""
2133,X03058,Pitta versicolor,"""-29.4079""","""153.3503"""
2134,X02519,Meliphaga lewinii,"""-29.4079""","""153.3503"""
2135,X03948,Zosterops lateralis,"""-33.1449""","""149.9814"""
2136,X01112,Eopsaltria australis,"""-33.1449""","""149.9814"""
2137,X02919,Eudynamys orientalis,"""-33.1449""","""149.9814"""
2138,X02995,Aegotheles cristatus,"""-33.1449""","""149.9814"""
2139,X01028,Petroica boodang,"""-33.1449""","""149.9814"""
2140,X00540,Cormobates leucophaea,"""-33.1449""","""149.9814"""
2141,X03345,Philemon corniculatus,"""-33.1449""","""149.9814"""
2142,X03037,Aegotheles cristatus,"""-33.1449""","""149.9814"""
2143,X03228,Gerygone mouki,"""-29.4079""","""153.3503"""
2144,X03308,Acanthagenys rufogularis,"""-33.1449""","""149.9814"""
2145,X03914,Corcorax melanorhamphos,"""-33.1341""","""150.1358"""
2146,X00822,Anthochaera phrygia,"""-33.1449""","""149.9814"""
2147,X00699,Acanthiza nana,"""-33.1449""","""149.9814"""
2148,X03680,Colluricincla harmonica,"""-33.1449""","""149.9814"""
2149,X02368,Strepera graculina,"""-33.1341""","""150.1358"""
2150,X02500,Heteroscenes pallidus,"""-33.1171""","""150.1566"""
2151,X01721,Menura novaehollandiae,"""-33.1101""","""150.0567"""
2152,X01336,Rhipidura leucophrys,"""-33.1449""","""149.9814"""
2153,X00343,Ocyphaps lophotes,"""-33.1449""","""149.9814"""
2154,X02592,Podargus strigoides,"""-33.1449""","""149.9814"""
2155,X03940,Zosterops lateralis,"""-33.1449""","""149.9814"""
2156,X03358,Philemon corniculatus,"""-33.1341""","""150.1358"""
2157,X02335,Dacelo novaeguineae,"""-33.1171""","""150.1566"""
2158,X03548,Ptilotula penicillata,"""-33.1384""","""150.1269"""
2159,X01310,Rhipidura rufifrons,"""-33.3814""","""149.8849"""
2160,X01558,Dicaeum hirundinaceum,"""-33.1449""","""149.9814"""
2161,X01157,Eopsaltria australis,"""-28.3667""","""153.0833"""
2162,X03486,Meliphaga lewinii,"""-29.4079""","""153.3503"""
2163,X02755,Limnodynastes dumerilii,"""-33.1171""","""150.1566"""
2164,X03583,Acanthorhynchus tenuirostris,"""-33.1449""","""149.9814"""
2165,X00935,Melithreptus gularis,"""-33.1449""","""149.9814"""
2166,X04227,Litoria myola,"""-16.8""","""145.6"""
2167,X02822,Geopelia humeralis,"""-29.4079""","""153.3503"""
2168,X00692,Acanthiza chrysorrhoa,"""-33.1449""","""149.9814"""
2169,X01664,Menura novaehollandiae,"""-33.0345""","""149.9102"""
2170,X04079,Osphranter robustus,"""-33.1449""","""149.9814"""
2171,X00988,Microeca fascinans,"""-33.1449""","""149.9814"""
2172,X04038,Microchiroptera sp.,"""-33.1449""","""149.9814"""
2173,X00312,Gallinula tenebrosa,"""-33.1449""","""149.9814"""
2174,X00628,Pyrrholaemus sagittata,"""-33.1449""","""149.9814"""
2175,X02490,Malurus cyaneus,"""-33.1341""","""150.1358"""
2176,X03652,Pachycephala pectoralis,"""-33.1171""","""150.1566"""
2177,X02126,Malurus cyaneus,"""-33.1449""","""149.9814"""
2178,X00843,Anthochaera phrygia,"""-33.1449""","""149.9814"""
2179,X03233,Gerygone fusca,"""-33.1449""","""149.9814"""
2180,X00458,Heteroscenes pallidus,"""-33.1449""","""149.9814"""
2181,X03144,Climacteris picumnus,"""-33.1449""","""149.9814"""
2182,X03520,Ptilotula fusca,"""-33.1449""","""149.9814"""
2183,X03232,Gerygone fusca,"""-33.1341""","""150.1358"""
2184,X03034,Aegotheles cristatus,"""-33.1449""","""149.9814"""
2185,X01590,Acrocephalus australis,"""-33.1449""","""149.9814"""
2186,X01823,Limnodynastes tasmaniensis,"""-33.1171""","""150.1566"""
2187,X03957,Henicopsaltria eydouxii,"""-33.1449""","""149.9814"""
2188,X03245,Acanthiza pusilla,"""-33.1449""","""149.9814"""
2189,X00154,Limnodynastes dumerilii,"""-33.1171""","""150.1566"""
2190,X01369,Oriolus sagittatus,"""-33.1449""","""149.9814"""
2191,X00713,Anthochaera carunculata,"""-33.3814""","""149.8849"""
2192,X02019,Psophodes olivaceus,"""-28.5405""","""153.5495"""
2193,X02603,Myiagra inquieta,"""-30.4511""","""151.2195"""
2194,X00516,Dacelo novaeguineae,"""-33.3814""","""149.8849"""
2195,X01188,Pachycephala pectoralis,"""-33.3814""","""149.885"""
2196,X00172,Gryllidae sp.,"""-33.3814""","""149.8849"""
2197,X01125,Poecilodryas superciliosa,"""-18.0712""","""139.7799"""
2198,X02608,Pyrrholaemus sagittata,"""-33.1449""","""149.9814"""
2199,X00267,Dendrocygna arcuata,"""-13.8889""","""132.7813"""
2200,X02695,Cracticus torquatus,"""-28.0911""","""153.4549"""
2201,X01642,Menura novaehollandiae,"""-32.8344""","""150.2058"""
2202,X03665,Pachycephala rufiventris,"""-33.1449""","""149.9814"""
2203,X03396,Anthochaera phrygia,"""-33.0522""","""150.1722"""
2204,X02389,Dacelo novaeguineae,"""-33.1341""","""150.1358"""
2205,X01525,Aidemosyne modesta,"""-33.1449""","""149.9814"""
2206,X04297,Litoria serrata,"""-16.96921""","""145.62697"""
2207,X00581,Pardalotus striatus,"""-33.1449""","""149.9814"""
2208,X01035,Petroica goodenovii,"""-33.1449""","""149.9814"""
2209,X03257,Acanthiza reguloides,"""-33.1449""","""149.9814"""
2210,X02987,Aegotheles cristatus,"""-33.1449""","""149.9814"""
2211,X03585,Acanthorhynchus tenuirostris,"""-33.1171""","""150.1566"""
2212,X01348,Coracina novaehollandiae,"""-33.1449""","""149.9814"""
2213,X02847,Glossopsitta concinna,"""-30.4511""","""151.2195"""
2214,X02658,Falco berigora,"""-33.1341""","""150.1358"""
2215,X03759,Artamus superciliosus,"""-33.1449""","""149.9814"""
2216,X00652,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
2217,X02866,Glossopsitta concinna,"""-33.1449""","""149.9814"""
2218,X02094,Ptilotula penicillata,"""-33.1449""","""149.9814"""
2219,X03630,Pomatostomus superciliosus,"""-33.1341""","""150.1358"""
2220,X02786,Turnix varius,"""-33.0522""","""150.1722"""
2221,X04239,Litoria serrata,"""-16.94032""","""145.60518"""
2222,X00775,Philemon corniculatus,"""-33.1449""","""149.9814"""
2223,X02269,Dacelo novaeguineae,"""-33.1171""","""150.1566"""
2224,X01425,Strepera graculina,"""-33.3814""","""149.8849"""
2225,X02794,Vanellus miles,"""-33.1449""","""149.9814"""
2226,X03353,Philemon corniculatus,"""-33.1449""","""149.9814"""
2227,X01027,Petroica boodang,"""-33.3814""","""149.8849"""
2228,X02284,Corvus coronoides,"""-33.1341""","""150.1358"""
2229,X00685,Acanthiza chrysorrhoa,"""-24.2004""","""132.8231"""
2230,X04082,Notamacropus rufogriseus,"""-33.1449""","""149.9814"""
2231,X01286,Myiagra cyanoleuca,"""-33.1101""","""150.0567"""
2232,X03696,Colluricincla harmonica,"""-33.1801""","""150.1256"""
2233,X02876,Alisterus scapularis,"""-33.1449""","""149.9814"""
2234,X02781,Fulica atra,"""-33.4123""","""150.0799"""
2235,X04271,Litoria serrata,"""-16.96921""","""145.62697"""
2236,X00596,Pycnoptilus floccosus,"""-32.8405""","""150.3575"""
2237,X02581,Threskiornis moluccus,"""-29.4079""","""153.3503"""
2238,X03658,Pachycephala rufiventris,"""-33.1449""","""149.9814"""
2239,X00463,Cacomantis variolosus,"""-33.3814""","""149.8849"""
2240,X00691,Acanthiza chrysorrhoa,"""-33.1449""","""149.9814"""
2241,X03360,Philemon corniculatus,"""-33.1449""","""149.9814"""
2242,X03502,Ptilotula fusca,"""-33.1341""","""150.1358"""
2243,X00463,Cacomantis variolosus,"""-33.3814""","""149.8849"""
2244,X01570,Hirundo neoxena,"""-33.1449""","""149.9814"""
2245,X03731,Rhipidura leucophrys,"""-33.1171""","""150.1566"""
2246,X00818,Philemon citreogularis,"""-17.4549""","""138.3563"""
2247,X03252,Acanthiza pusilla,"""-33.1449""","""149.9814"""
2248,X04177,Psophodes nigrogularis,"""-35.0""","""118.2"""
2249,X01352,Edolisoma tenuirostre,"""-33.1449""","""149.9814"""
2250,X04305,Litoria serrata,"""-16.93669""","""145.61621"""
2251,X02905,Neophema pulchella,"""-33.14""","""149.98"""
2252,X03294,Anthochaera carunculata,"""-33.1341""","""150.1358"""
2253,X00677,Acanthiza apicalis,"""-24.2579""","""131.5626"""
2254,X00648,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
2255,X02118,Cracticus torquatus,"""-33.1449""","""149.9814"""
2256,X02656,Ptilotula fusca,"""-33.1341""","""150.1358"""
2257,X01313,Rhipidura albiscapa,"""-33.3814""","""149.8849"""
2258,X01297,Myiagra inquieta,"""-33.0522""","""150.1722"""
2259,X00848,Anthochaera phrygia,"""-33.1449""","""149.9814"""
2260,X00348,Geopelia placida,"""-18.0712""","""139.7799"""
2261,X00640,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
2262,X00277,Anas superciliosa,"""-33.1449""","""149.9814"""
2263,X00566,Malurus lamberti,"""-24.2004""","""132.8231"""
2264,X01822,Uperoleia laevigata,"""-33.1171""","""150.1566"""
2265,X01788,Petrochelidon ariel,"""-33.1449""","""149.9814"""
2266,X02006,Psophodes nigrogularis,"""-34.7857""","""135.8021"""
2267,X04147,Psophodes nigrogularis,"""-34.8343""","""135.857"""
2268,X00150,Limnodynastes tasmaniensis,"""-33.1301""","""150.1398"""
2269,X04159,Psophodes nigrogularis,"""-34.9071""","""135.684"""
2270,X04151,Psophodes nigrogularis,"""-34.9049""","""135.6812"""
2271,X00146,Litoria latopalmata,"""-33.1171""","""150.1566"""
2272,X02584,Phaps chalcoptera,"""-33.1449""","""149.9814"""
2273,X03764,Artamus superciliosus,"""-33.1449""","""149.9814"""
2274,X03118,Menura novaehollandiae,"""-33.4609""","""150.1715"""
2275,X04175,Psophodes nigrogularis,"""-35.0""","""118.2"""
2276,X02492,Cormobates leucophaea,"""-33.1171""","""150.1566"""
2277,X03381,Anthochaera phrygia,"""-33.0522""","""150.1722"""
2278,X00427,Platycercus adscitus,"""-33.1449""","""149.9814"""
2279,X02734,Crinia signifera,"""-33.1171""","""150.1566"""
2280,X03650,Daphoenositta chrysoptera,"""-33.1341""","""150.1358"""
2281,X03012,Aegotheles cristatus,"""-33.1449""","""149.9814"""
2282,X04317,Litoria serrata,"""-16.93669""","""145.61621"""
2283,X00739,Philemon buceroides,"""-13.4935""","""132.5857"""
2284,X03413,Anthochaera phrygia,"""-30.4511""","""151.2195"""
2285,X02606,Sericornis frontalis,"""-29.4079""","""153.3503"""
2286,X03205,Pyrrholaemus sagittata,"""-33.1449""","""149.9814"""
2287,X02947,Ninox boobook,"""-33.1449""","""149.9814"""
2288,X03179,Sericornis magnirostra,"""-29.4079""","""153.3503"""
2289,X00700,Acanthiza nana,"""-33.1449""","""149.9814"""
2290,X01187,Pachycephala pectoralis,"""-33.3814""","""149.8849"""
2291,X02769,Pelecanus conspicillatus,"""-29.4079""","""153.3503"""
2292,X03706,Myiagra inquieta,"""-33.1449""","""149.9814"""
2293,X03324,Philemon corniculatus,"""-33.1384""","""150.1269"""
2294,X02723,Litoria caerulea,"""-33.1449""","""149.9814"""
2295,X01494,Taeniopygia guttata,"""-33.1449""","""149.9814"""
2296,X03346,Philemon corniculatus,"""-33.1449""","""149.9814"""
2297,X03516,Ptilotula fusca,"""-33.1449""","""149.9814"""
2298,X03367,Anthochaera phrygia,"""-33.0522""","""150.1722"""
2299,X00325,Turnix varius,"""-33.1449""","""149.9814"""
2300,X04300,Litoria serrata,"""-16.93669""","""145.61621"""
2301,X02331,Oriolus sagittatus,"""-33.1171""","""150.1566"""
2302,X01695,Menura novaehollandiae,"""-33.6333""","""150.2906"""
2303,X03992,Gryllidae sp.,"""-33.1341""","""150.1358"""
2304,X01089,Melanodryas cucullata,"""-33.1449""","""149.9814"""
2305,X00877,Meliphaga lewinii,"""-32.8405""","""150.3575"""
2306,X03461,Anthochaera phrygia,"""-33.1449""","""149.9814"""
2307,X03258,Acanthiza reguloides,"""-33.1341""","""150.1358"""
2308,X01804,Litoria peronii,"""-33.3814""","""149.885"""
2309,X00990,Microeca fascinans,"""-33.1449""","""149.9814"""
2310,X02130,Philemon corniculatus,"""-33.1171""","""150.1566"""
2311,X03868,Strepera graculina,"""-33.1449""","""149.9814"""
2312,X02689,Cracticus torquatus,"""-33.1449""","""149.9814"""
2313,X02093,Pachycephala rufiventris,"""-33.1449""","""149.9814"""
2314,X01782,Acrocephalus australis,"""-33.1449""","""149.9814"""
2315,X03227,Gerygone mouki,"""-29.4079""","""153.3503"""
2316,X00760,Philemon corniculatus,"""-33.1449""","""149.9814"""
2317,X03509,Ptilotula fusca,"""-33.1384""","""150.1269"""
2318,X00726,Acanthagenys rufogularis,"""-24.2004""","""132.8231"""
2319,X01849,Caligavis chrysops,"""-33.1806""","""150.2364"""
2320,X00809,Philemon corniculatus,"""-29.1553""","""153.4137"""
2321,X01409,Gymnorhina tibicen,"""-33.3814""","""149.8849"""
2322,X03449,Anthochaera phrygia,"""-33.1519""","""150.1279"""
2323,X00362,Leucosarcia melanoleuca,"""-33.1101""","""150.0567"""
2324,X01281,Myiagra cyanoleuca,"""-33.3814""","""149.8849"""
2325,X02213,Gymnorhina tibicen,"""-33.1341""","""150.1358"""
2326,X03606,Petroica goodenovii,"""-33.1449""","""149.9814"""
2327,X01320,Rhipidura albiscapa,"""-33.1449""","""149.9814"""
2328,X00327,Irediparra gallinacea,"""-14.7811""","""134.8804"""
2329,X01327,Rhipidura rufiventris,"""-12.1761""","""132.2409"""
2330,X03714,Rhipidura rufifrons,"""-29.4079""","""153.3503"""
2331,X03335,Philemon corniculatus,"""-33.1449""","""149.9814"""
2332,X01526,Aidemosyne modesta,"""-33.1449""","""149.9814"""
2333,X00201,Conocephalus albescens,"""-33.1449""","""149.9814"""
2334,X02637,Philemon corniculatus,"""-33.1171""","""150.1566"""
2335,X03690,Colluricincla harmonica,"""-33.1171""","""150.1566"""
2336,X01663,Menura novaehollandiae,"""-33.0345""","""149.9102"""
2337,X02765,Anas superciliosa,"""-33.1171""","""150.1566"""
2338,X03106,Menura novaehollandiae,"""-33.4115""","""150.0649"""
2339,X04190,Uperoleia mimula,"""-12.63046""","""143.39066"""
2340,X01432,Strepera graculina,"""-33.1449""","""149.9814"""
2341,X03936,Poodytes gramineus,"""-33.4123""","""150.0799"""
2342,X03812,Cracticus nigrogularis,"""-33.1449""","""149.9814"""
2343,X01323,Rhipidura rufiventris,"""-13.4935""","""132.5857"""
2344,X04129,Psophodes nigrogularis,"""-34.8464""","""135.8603"""
2345,X03541,Ptilotula penicillata,"""-33.1341""","""150.1358"""
2346,X03001,Aegotheles cristatus,"""-33.1449""","""149.9814"""
2347,X03685,Colluricincla harmonica,"""-33.1449""","""149.9814"""
2348,X03767,Artamus superciliosus,"""-33.1449""","""149.9814"""
2349,X03213,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
2350,X00860,Anthochaera phrygia,"""-33.1449""","""149.9814"""
2351,X03301,Anthochaera chrysoptera,"""-29.4079""","""153.3503"""
2352,X01343,Dicrurus bracteatus,"""-12.1761""","""132.2409"""
2353,X01354,Lalage tricolor,"""-33.1449""","""149.9814"""
2354,X00287,Haliastur sphenurus,"""-13.8889""","""132.7813"""
2355,X02291,Dacelo novaeguineae,"""-33.1341""","""150.1358"""
2356,X02836,Cacatua sanguinea,"""-33.1449""","""149.9814"""
2357,X00158,Platyplectrum ornatum,"""-33.1301""","""150.1398"""
2358,X01263,Colluricincla harmonica,"""-19.0236""","""138.7097"""
2359,X02738,Litoria caerulea,"""-33.1449""","""149.9814"""
2360,X01240,Colluricincla harmonica,"""-13.503""","""132.3946"""
