species,file_name,split
petrochelidon nigricans,project_echo_bucket_2__region_0.250-2.150.mp3,validation
petrochelidon nigricans,project_echo_bucket_3__region_68.000-70.000.mp3,train
petrochelidon nigricans,project_echo_bucket_2__region_68.000-70.000.mp3,train
petrochelidon nigricans,project_echo_bucket_2__region_32.800-34.000.mp3,train
petrochelidon nigricans,project_echo_bucket_1__region_21.150-23.150.wav,validation
petrochelidon nigricans,project_echo_bucket_3__region_9.400-11.400.mp3,train
petrochelidon nigricans,project_echo_bucket_2__region_36.000-38.000.mp3,test
petrochelidon nigricans,project_echo_bucket_3__region_20.550-22.050.mp3,train
petrochelidon nigricans,project_echo_bucket_3__region_15.000-16.500.mp3,test
petrochelidon nigricans,project_echo_bucket_3__region_22.100-23.800.mp3,validation
petrochelidon nigricans,project_echo_bucket_2__region_25.650-27.200.mp3,train
petrochelidon nigricans,project_echo_bucket_2__region_2.350-4.350.mp3,train
petrochelidon nigricans,project_echo_bucket_2__region_22.100-23.800.mp3,train
petrochelidon nigricans,project_echo_bucket_3__region_30.400-32.400.mp3,train
petrochelidon nigricans,project_echo_bucket_3__region_34.000-36.000.mp3,train
petrochelidon nigricans,project_echo_bucket_3__region_0.250-2.150.mp3,train
petrochelidon nigricans,project_echo_bucket_2__region_11.400-13.400.mp3,validation
petrochelidon nigricans,project_echo_bucket_2__region_44.000-46.000.mp3,test
petrochelidon nigricans,project_echo_bucket_2__region_23.150-24.370.mp3,validation
petrochelidon nigricans,project_echo_bucket_3__region_0.000-2.000.mp3,test
petrochelidon nigricans,project_echo_bucket_3__region_6.350-8.350.mp3,test
petrochelidon nigricans,project_echo_bucket_2__region_18.000-20.000.mp3,train
petrochelidon nigricans,project_echo_bucket_2__region_28.000-30.000.mp3,test
petrochelidon nigricans,project_echo_bucket_3__region_0.400-1.600.mp3,test
petrochelidon nigricans,project_echo_bucket_3__region_16.900-18.300.mp3,train
petrochelidon nigricans,project_echo_bucket_2__region_2.050-4.050.mp3,test
petrochelidon nigricans,project_echo_bucket_3__region_4.050-6.050.mp3,train
petrochelidon nigricans,project_echo_bucket_2__region_4.350-6.350.mp3,train
petrochelidon nigricans,project_echo_bucket_2__region_20.150-21.300.mp3,validation
petrochelidon nigricans,project_echo_bucket_3__region_35.700-37.050.mp3,train
petrochelidon nigricans,project_echo_bucket_2__region_30.000-32.000.mp3,train
petrochelidon nigricans,project_echo_bucket_2__region_0.000-2.000.mp3,train
petrochelidon nigricans,project_echo_bucket_3__region_40.000-42.000.mp3,test
petrochelidon nigricans,project_echo_bucket_2__region_6.000-8.000.mp3,validation
petrochelidon nigricans,project_echo_bucket_3__region_70.700-71.900.mp3,validation
petrochelidon nigricans,project_echo_bucket_2__region_15.000-16.500.mp3,train
petrochelidon nigricans,project_echo_bucket_3__region_25.650-27.200.mp3,test
petrochelidon nigricans,project_echo_bucket_3__region_11.400-13.400.mp3,train
petrochelidon nigricans,project_echo_bucket_3__region_10.000-12.000.mp3,train
petrochelidon nigricans,project_echo_bucket_3__region_0.050-2.050.mp3,train
petrochelidon nigricans,project_echo_bucket_2__region_32.000-34.000.mp3,train
petrochelidon nigricans,project_echo_bucket_2__region_94.050-95.250.mp3,train
petrochelidon nigricans,project_echo_bucket_2__region_12.000-14.000.mp3,validation
petrochelidon nigricans,project_echo_bucket_3__region_13.400-14.950.mp3,train
petrochelidon nigricans,project_echo_bucket_3__region_18.000-20.000.mp3,train
petrochelidon nigricans,project_echo_bucket_3__region_7.300-9.300.mp3,validation
petrochelidon nigricans,project_echo_bucket_3__region_20.400-22.400.mp3,test
petrochelidon nigricans,project_echo_bucket_2__region_20.400-22.400.mp3,test
petrochelidon nigricans,project_echo_bucket_3__region_28.000-30.000.mp3,train
petrochelidon nigricans,project_echo_bucket_3__region_2.050-4.050.mp3,validation
petrochelidon nigricans,project_echo_bucket_2__region_35.700-37.050.mp3,test
petrochelidon nigricans,project_echo_bucket_3__region_4.350-6.350.mp3,train
petrochelidon nigricans,project_echo_bucket_2__region_20.550-22.050.mp3,train
petrochelidon nigricans,project_echo_bucket_1__region_0.200-2.200.wav,train
petrochelidon nigricans,project_echo_bucket_2__region_10.000-12.000.mp3,train
petrochelidon nigricans,project_echo_bucket_2__region_38.000-40.000.mp3,train
petrochelidon nigricans,project_echo_bucket_2__region_7.300-9.300.mp3,validation
petrochelidon nigricans,project_echo_bucket_2__region_19.150-21.150.mp3,train
petrochelidon nigricans,project_echo_bucket_3__region_30.000-32.000.mp3,train
petrochelidon nigricans,project_echo_bucket_2__region_0.400-1.600.mp3,test
petrochelidon nigricans,project_echo_bucket_3__region_36.000-38.000.mp3,train
petrochelidon nigricans,project_echo_bucket_3__region_23.150-24.370.mp3,train
petrochelidon nigricans,project_echo_bucket_2__region_13.400-14.950.mp3,train
petrochelidon nigricans,project_echo_bucket_2__region_34.000-36.000.mp3,train
gallinula tenebrosa,project_echo_bucket_2__region_40.150-42.150.mp3,train
gallinula tenebrosa,project_echo_bucket_2__region_56.150-58.150.mp3,train
gallinula tenebrosa,project_echo_bucket_2__region_19.750-21.200.mp3,validation
gallinula tenebrosa,project_echo_bucket_3__region_19.750-21.200.mp3,test
gallinula tenebrosa,project_echo_bucket_3__region_56.150-58.150.mp3,validation
gallinula tenebrosa,project_echo_bucket_3__region_2.750-4.750.mp3,validation
gallinula tenebrosa,project_echo_bucket_2__region_31.550-33.550.mp3,train
gallinula tenebrosa,project_echo_bucket_3__region_18.100-19.600.mp3,train
gallinula tenebrosa,project_echo_bucket_3__region_31.550-33.550.mp3,train
gallinula tenebrosa,project_echo_bucket_2__region_46.150-48.150.mp3,train
gallinula tenebrosa,project_echo_bucket_2__region_50.150-52.150.mp3,train
gallinula tenebrosa,project_echo_bucket_3__region_0.750-2.750.mp3,validation
gallinula tenebrosa,project_echo_bucket_2__region_4.050-6.050.mp3,test
gallinula tenebrosa,project_echo_bucket_2__region_48.150-50.150.mp3,train
gallinula tenebrosa,project_echo_bucket_3__region_44.150-46.150.mp3,validation
gallinula tenebrosa,project_echo_bucket_2__region_36.150-38.150.mp3,validation
gallinula tenebrosa,project_echo_bucket_2__region_66.150-68.150.mp3,train
gallinula tenebrosa,project_echo_bucket_3__region_36.150-38.150.mp3,test
gallinula tenebrosa,project_echo_bucket_3__region_0.600-2.250.mp3,train
gallinula tenebrosa,project_echo_bucket_3__region_3.050-4.200.mp3,train
gallinula tenebrosa,project_echo_bucket_3__region_62.150-64.150.mp3,validation
gallinula tenebrosa,project_echo_bucket_3__region_70.150-72.150.mp3,train
gallinula tenebrosa,project_echo_bucket_3__region_60.000-61.250.mp3,train
gallinula tenebrosa,project_echo_bucket_3__region_48.150-50.150.mp3,train
gallinula tenebrosa,project_echo_bucket_3__region_58.150-60.150.mp3,train
gallinula tenebrosa,project_echo_bucket_2__region_58.150-60.150.mp3,train
gallinula tenebrosa,project_echo_bucket_1__region_60.000-61.250.wav,train
gallinula tenebrosa,project_echo_bucket_3__region_46.150-48.150.mp3,train
gallinula tenebrosa,project_echo_bucket_2__region_78.150-80.150.mp3,train
gallinula tenebrosa,project_echo_bucket_2__region_0.600-2.250.mp3,train
gallinula tenebrosa,project_echo_bucket_3__region_0.000-2.000.mp3,train
gallinula tenebrosa,project_echo_bucket_3__region_3.000-4.800.mp3,train
gallinula tenebrosa,project_echo_bucket_3__region_2.100-4.100.mp3,test
gallinula tenebrosa,project_echo_bucket_3__region_34.150-36.150.mp3,train
gallinula tenebrosa,project_echo_bucket_3__region_4.050-6.050.mp3,train
gallinula tenebrosa,project_echo_bucket_3__region_54.150-56.150.mp3,test
gallinula tenebrosa,project_echo_bucket_3__region_40.150-42.150.mp3,train
gallinula tenebrosa,project_echo_bucket_1__region_34.150-36.150.wav,validation
gallinula tenebrosa,project_echo_bucket_1__region_2.050-4.050.wav,validation
gallinula tenebrosa,project_echo_bucket_2__region_3.000-4.800.mp3,train
gallinula tenebrosa,project_echo_bucket_2__region_2.100-4.100.mp3,train
gallinula tenebrosa,project_echo_bucket_3__region_66.150-68.150.mp3,test
gallinula tenebrosa,project_echo_bucket_2__region_0.000-2.000.mp3,train
gallinula tenebrosa,project_echo_bucket_2__region_62.150-64.150.mp3,test
gallinula tenebrosa,project_echo_bucket_2__region_70.150-72.150.mp3,test
gallinula tenebrosa,project_echo_bucket_3__region_17.300-19.300.mp3,test
gallinula tenebrosa,project_echo_bucket_2__region_3.050-4.200.mp3,train
gallinula tenebrosa,project_echo_bucket_3__region_2.050-4.050.mp3,validation
gallinula tenebrosa,project_echo_bucket_3__region_1.000-3.000.mp3,train
gallinula tenebrosa,project_echo_bucket_2__region_17.300-19.300.mp3,test
gallinula tenebrosa,project_echo_bucket_3__region_78.150-80.150.mp3,train
gallinula tenebrosa,project_echo_bucket_2__region_54.150-56.150.mp3,train
gallinula tenebrosa,project_echo_bucket_2__region_0.750-2.750.mp3,train
gallinula tenebrosa,project_echo_bucket_2__region_44.150-46.150.mp3,validation
gallinula tenebrosa,project_echo_bucket_3__region_50.150-52.150.mp3,train
gallinula tenebrosa,project_echo_bucket_2__region_18.100-19.600.mp3,test
gallinula tenebrosa,project_echo_bucket_2__region_2.750-4.750.mp3,train
gallinula tenebrosa,project_echo_bucket_2__region_1.000-3.000.mp3,train
felis catus,project_echo_bucket_2__region_0.050-1.944.mp3,train
felis catus,project_echo_bucket_3__region_6.097-8.096.mp3,train
felis catus,project_echo_bucket_2__region_6.597-8.296.mp3,train
felis catus,project_echo_bucket_3__region_7.097-9.096.mp3,test
felis catus,project_echo_bucket_2__region_0.000-1.199.mp3,train
felis catus,project_echo_bucket_3__region_5.298-6.454.mp3,test
felis catus,project_echo_bucket_2__region_1.599-3.099.mp3,train
felis catus,project_echo_bucket_2__region_6.697-8.396.mp3,test
felis catus,project_echo_bucket_3__region_0.000-1.999.mp3,train
felis catus,project_echo_bucket_3__region_4.048-6.047.mp3,train
felis catus,project_echo_bucket_3__region_3.299-5.298.mp3,train
felis catus,project_echo_bucket_3__region_6.047-8.046.mp3,train
felis catus,project_echo_bucket_2__region_3.698-5.597.mp3,train
felis catus,project_echo_bucket_2__region_0.600-2.599.mp3,validation
felis catus,project_echo_bucket_3__region_5.997-7.996.mp3,test
felis catus,project_echo_bucket_2__region_8.696-10.000.mp3,train
felis catus,project_echo_bucket_2__region_7.097-9.096.mp3,train
felis catus,project_echo_bucket_2__region_2.049-4.048.mp3,train
felis catus,project_echo_bucket_3__region_6.697-8.396.mp3,train
felis catus,project_echo_bucket_3__region_1.399-3.398.mp3,test
felis catus,project_echo_bucket_3__region_7.796-9.046.mp3,test
felis catus,project_echo_bucket_3__region_5.847-7.846.mp3,train
felis catus,project_echo_bucket_3__region_0.100-1.399.mp3,train
felis catus,project_echo_bucket_3__region_6.597-8.296.mp3,train
felis catus,project_echo_bucket_2__region_6.897-8.896.mp3,validation
felis catus,project_echo_bucket_3__region_8.696-10.000.mp3,test
felis catus,project_echo_bucket_3__region_3.698-5.597.mp3,train
felis catus,project_echo_bucket_3__region_2.099-3.148.mp3,validation
felis catus,project_echo_bucket_2__region_4.148-5.398.mp3,train
felis catus,project_echo_bucket_3__region_3.998-5.997.mp3,train
felis catus,project_echo_bucket_3__region_0.100-1.560.mp3,test
felis catus,project_echo_bucket_3__region_0.150-1.584.mp3,train
felis catus,project_echo_bucket_2__region_3.998-5.997.mp3,train
felis catus,project_echo_bucket_1__region_0.050-1.399.wav,validation
felis catus,project_echo_bucket_3__region_1.849-3.648.mp3,validation
felis catus,project_echo_bucket_3__region_1.699-3.698.mp3,train
felis catus,project_echo_bucket_2__region_0.150-1.772.mp3,test
felis catus,project_echo_bucket_1__region_0.100-1.560.wav,train
felis catus,project_echo_bucket_2__region_2.099-3.148.mp3,train
felis catus,project_echo_bucket_2__region_4.048-6.047.mp3,train
felis catus,project_echo_bucket_2__region_5.847-7.846.mp3,validation
felis catus,project_echo_bucket_3__region_4.348-6.347.mp3,validation
felis catus,project_echo_bucket_2__region_4.348-6.347.mp3,validation
felis catus,project_echo_bucket_3__region_0.600-2.599.mp3,train
felis catus,project_echo_bucket_2__region_5.298-6.454.mp3,train
felis catus,project_echo_bucket_3__region_0.100-2.099.mp3,train
felis catus,project_echo_bucket_3__region_8.146-10.000.mp3,validation
felis catus,project_echo_bucket_3__region_6.897-8.896.mp3,train
felis catus,project_echo_bucket_2__region_8.146-10.000.mp3,validation
felis catus,project_echo_bucket_3__region_0.050-1.399.mp3,train
felis catus,project_echo_bucket_2__region_8.346-10.000.mp3,test
felis catus,project_echo_bucket_2__region_6.097-8.096.mp3,train
felis catus,project_echo_bucket_2__region_1.399-3.398.mp3,validation
felis catus,project_echo_bucket_3__region_0.150-1.772.mp3,train
felis catus,project_echo_bucket_2__region_4.098-6.097.mp3,train
felis catus,project_echo_bucket_3__region_0.050-1.944.mp3,train
felis catus,project_echo_bucket_2__region_3.299-5.298.mp3,validation
felis catus,project_echo_bucket_2__region_8.396-10.000.mp3,train
felis catus,project_echo_bucket_2__region_1.849-3.648.mp3,train
felis catus,project_echo_bucket_2__region_0.100-2.099.mp3,train
felis catus,project_echo_bucket_3__region_2.049-4.048.mp3,train
felis catus,project_echo_bucket_2__region_5.997-7.996.mp3,test
felis catus,project_echo_bucket_2__region_7.796-9.046.mp3,train
felis catus,project_echo_bucket_2__region_2.649-3.848.mp3,train
felis catus,project_echo_bucket_3__region_2.649-3.848.mp3,train
felis catus,project_echo_bucket_3__region_0.200-1.881.mp3,train
felis catus,project_echo_bucket_3__region_4.098-6.097.mp3,train
felis catus,project_echo_bucket_2__region_6.047-7.957.mp3,train
felis catus,project_echo_bucket_3__region_6.047-7.957.mp3,test
felis catus,project_echo_bucket_3__region_0.700-2.049.mp3,validation
felis catus,project_echo_bucket_2__region_0.200-1.881.mp3,test
felis catus,project_echo_bucket_2__region_0.100-1.399.mp3,train
felis catus,project_echo_bucket_3__region_1.599-3.099.mp3,train
felis catus,project_echo_bucket_3__region_4.148-5.398.mp3,train
felis catus,project_echo_bucket_3__region_8.396-10.000.mp3,validation
felis catus,project_echo_bucket_1__region_1.699-3.698.wav,test
felis catus,project_echo_bucket_3__region_0.000-1.199.mp3,test
felis catus,project_echo_bucket_2__region_0.000-1.999.mp3,train
felis catus,project_echo_bucket_3__region_8.346-10.000.mp3,train
felis catus,project_echo_bucket_2__region_0.150-1.584.mp3,test
felis catus,project_echo_bucket_2__region_0.700-2.049.mp3,validation
felis catus,project_echo_bucket_2__region_6.047-8.046.mp3,validation
artamus cinereus,project_echo_bucket_2__region_31.650-33.650.mp3,test
artamus cinereus,project_echo_bucket_2__region_122.300-124.300.mp3,train
artamus cinereus,project_echo_bucket_2__region_1.650-2.900.mp3,test
artamus cinereus,project_echo_bucket_1__region_22.050-24.050.wav,train
artamus cinereus,project_echo_bucket_3__region_126.450-128.450.mp3,test
artamus cinereus,project_echo_bucket_3__region_93.150-95.050.mp3,train
artamus cinereus,project_echo_bucket_2__region_103.300-104.650.mp3,test
artamus cinereus,project_echo_bucket_2__region_76.500-78.500.mp3,validation
artamus cinereus,project_echo_bucket_3__region_90.200-92.200.mp3,test
artamus cinereus,project_echo_bucket_3__region_95.200-97.200.mp3,validation
artamus cinereus,project_echo_bucket_2__region_19.950-21.700.mp3,train
artamus cinereus,project_echo_bucket_3__region_122.300-124.300.mp3,train
artamus cinereus,project_echo_bucket_2__region_13.550-14.750.mp3,validation
artamus cinereus,project_echo_bucket_2__region_95.200-97.200.mp3,train
artamus cinereus,project_echo_bucket_3__region_76.500-78.500.mp3,train
artamus cinereus,project_echo_bucket_3__region_22.050-24.050.mp3,test
artamus cinereus,project_echo_bucket_2__region_11.950-13.750.mp3,validation
artamus cinereus,project_echo_bucket_3__region_67.150-69.000.mp3,test
artamus cinereus,project_echo_bucket_2__region_20.500-21.900.mp3,train
artamus cinereus,project_echo_bucket_2__region_55.250-57.050.mp3,train
artamus cinereus,project_echo_bucket_2__region_90.200-92.200.mp3,validation
artamus cinereus,project_echo_bucket_3__region_31.650-33.650.mp3,train
artamus cinereus,project_echo_bucket_3__region_13.550-14.750.mp3,validation
artamus cinereus,project_echo_bucket_3__region_1.650-2.850.mp3,test
artamus cinereus,project_echo_bucket_3__region_50.900-52.250.mp3,train
artamus cinereus,project_echo_bucket_2__region_97.250-98.250.mp3,train
artamus cinereus,project_echo_bucket_3__region_42.800-44.800.mp3,train
artamus cinereus,project_echo_bucket_2__region_42.800-44.800.mp3,test
artamus cinereus,project_echo_bucket_3__region_53.750-55.100.mp3,train
artamus cinereus,project_echo_bucket_3__region_26.050-28.050.mp3,train
artamus cinereus,project_echo_bucket_2__region_67.150-69.000.mp3,train
artamus cinereus,project_echo_bucket_3__region_1.650-2.900.mp3,train
artamus cinereus,project_echo_bucket_2__region_24.050-26.050.mp3,train
artamus cinereus,project_echo_bucket_3__region_55.250-57.050.mp3,train
artamus cinereus,project_echo_bucket_3__region_97.250-98.250.mp3,validation
artamus cinereus,project_echo_bucket_2__region_50.900-52.250.mp3,train
artamus cinereus,project_echo_bucket_3__region_24.050-26.050.mp3,train
artamus cinereus,project_echo_bucket_3__region_11.950-13.750.mp3,train
artamus cinereus,project_echo_bucket_2__region_1.650-2.850.mp3,train
artamus cinereus,project_echo_bucket_3__region_40.250-42.250.mp3,train
artamus cinereus,project_echo_bucket_2__region_53.750-55.100.mp3,train
artamus cinereus,project_echo_bucket_3__region_2.850-4.550.mp3,train
artamus cinereus,project_echo_bucket_1__region_2.850-4.550.wav,train
artamus cinereus,project_echo_bucket_1__region_93.150-95.050.wav,train
artamus cinereus,project_echo_bucket_3__region_103.300-104.650.mp3,validation
artamus cinereus,project_echo_bucket_2__region_126.450-128.450.mp3,train
artamus cinereus,project_echo_bucket_3__region_20.500-21.900.mp3,validation
artamus cinereus,project_echo_bucket_2__region_40.250-42.250.mp3,validation
artamus cinereus,project_echo_bucket_2__region_26.050-28.050.mp3,train
artamus cinereus,project_echo_bucket_3__region_19.950-21.700.mp3,test
parvipsitta pusilla,project_echo_bucket_3__region_51.000-53.000.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_54.400-56.150.mp3,validation
parvipsitta pusilla,project_echo_bucket_2__region_24.750-26.750.mp3,test
parvipsitta pusilla,project_echo_bucket_3__region_2.450-4.450.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_18.700-20.700.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_2.350-4.350.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_8.700-10.700.mp3,train
parvipsitta pusilla,project_echo_bucket_1__region_38.900-40.900.wav,train
parvipsitta pusilla,project_echo_bucket_3__region_16.300-18.300.mp3,test
parvipsitta pusilla,project_echo_bucket_3__region_14.050-16.050.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_8.400-10.400.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_35.450-37.450.mp3,test
parvipsitta pusilla,project_echo_bucket_3__region_18.400-19.800.mp3,test
parvipsitta pusilla,project_echo_bucket_3__region_6.000-8.000.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_17.650-19.650.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_6.350-8.350.mp3,test
parvipsitta pusilla,project_echo_bucket_3__region_0.100-2.100.mp3,validation
parvipsitta pusilla,project_echo_bucket_3__region_10.400-12.400.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_20.850-22.850.mp3,validation
parvipsitta pusilla,project_echo_bucket_3__region_22.700-24.650.mp3,validation
parvipsitta pusilla,project_echo_bucket_2__region_26.750-28.750.mp3,validation
parvipsitta pusilla,project_echo_bucket_2__region_16.700-18.700.mp3,validation
parvipsitta pusilla,project_echo_bucket_2__region_8.400-10.400.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_14.050-16.050.mp3,test
parvipsitta pusilla,project_echo_bucket_3__region_20.700-22.700.mp3,validation
parvipsitta pusilla,project_echo_bucket_2__region_16.050-17.500.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_38.900-40.900.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_0.350-2.350.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_2.350-4.350.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_0.100-2.100.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_20.850-22.850.mp3,test
parvipsitta pusilla,project_echo_bucket_3__region_24.150-26.150.mp3,validation
parvipsitta pusilla,project_echo_bucket_3__region_26.750-28.750.mp3,validation
parvipsitta pusilla,project_echo_bucket_2__region_18.400-20.400.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_6.100-8.100.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_4.450-6.450.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_8.450-9.750.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_8.450-9.750.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_4.100-6.100.mp3,validation
parvipsitta pusilla,project_echo_bucket_2__region_16.950-18.550.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_10.400-12.400.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_16.950-18.550.mp3,test
parvipsitta pusilla,project_echo_bucket_2__region_57.900-59.900.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_22.700-24.650.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_24.750-26.750.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_14.700-16.700.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_18.400-20.400.mp3,validation
parvipsitta pusilla,project_echo_bucket_2__region_18.700-20.700.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_6.950-8.000.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_47.550-48.800.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_0.350-2.350.mp3,test
parvipsitta pusilla,project_echo_bucket_2__region_20.700-22.700.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_26.150-28.150.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_3.800-5.550.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_0.000-2.000.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_6.350-8.350.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_13.750-15.750.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_17.650-19.650.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_2.100-4.100.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_51.000-53.000.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_10.700-12.700.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_19.300-21.100.mp3,test
parvipsitta pusilla,project_echo_bucket_2__region_10.300-12.300.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_6.950-8.000.mp3,validation
parvipsitta pusilla,project_echo_bucket_2__region_4.350-6.350.mp3,test
parvipsitta pusilla,project_echo_bucket_2__region_8.700-10.700.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_3.800-5.550.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_59.900-61.900.mp3,validation
parvipsitta pusilla,project_echo_bucket_2__region_30.600-32.050.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_54.400-56.150.mp3,validation
parvipsitta pusilla,project_echo_bucket_2__region_2.100-4.100.mp3,validation
parvipsitta pusilla,project_echo_bucket_2__region_0.000-2.000.mp3,validation
parvipsitta pusilla,project_echo_bucket_2__region_40.900-42.900.mp3,test
parvipsitta pusilla,project_echo_bucket_3__region_26.150-28.150.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_13.750-15.750.mp3,validation
parvipsitta pusilla,project_echo_bucket_2__region_28.150-29.950.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_28.150-29.950.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_6.000-8.000.mp3,test
parvipsitta pusilla,project_echo_bucket_3__region_22.750-24.750.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_10.350-12.350.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_14.300-16.300.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_18.400-19.800.mp3,test
parvipsitta pusilla,project_echo_bucket_3__region_10.300-12.300.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_2.000-4.000.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_5.350-6.550.mp3,train
parvipsitta pusilla,project_echo_bucket_1__region_59.900-61.900.wav,train
parvipsitta pusilla,project_echo_bucket_3__region_12.300-14.300.mp3,test
parvipsitta pusilla,project_echo_bucket_2__region_10.700-12.700.mp3,test
parvipsitta pusilla,project_echo_bucket_3__region_23.100-24.550.mp3,validation
parvipsitta pusilla,project_echo_bucket_3__region_5.350-6.550.mp3,test
parvipsitta pusilla,project_echo_bucket_3__region_16.050-17.500.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_2.000-4.000.mp3,validation
parvipsitta pusilla,project_echo_bucket_2__region_35.450-37.450.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_4.100-6.100.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_14.700-16.700.mp3,validation
parvipsitta pusilla,project_echo_bucket_2__region_16.300-18.300.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_4.450-6.450.mp3,test
parvipsitta pusilla,project_echo_bucket_3__region_4.350-6.350.mp3,test
parvipsitta pusilla,project_echo_bucket_2__region_24.150-26.150.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_8.350-10.350.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_19.300-21.100.mp3,validation
parvipsitta pusilla,project_echo_bucket_3__region_57.900-59.900.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_15.650-17.650.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_8.350-10.350.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_12.700-14.700.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_40.900-42.900.mp3,test
parvipsitta pusilla,project_echo_bucket_2__region_22.750-24.750.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_15.650-17.650.mp3,test
parvipsitta pusilla,project_echo_bucket_2__region_23.100-24.550.mp3,test
parvipsitta pusilla,project_echo_bucket_2__region_12.300-14.300.mp3,validation
parvipsitta pusilla,project_echo_bucket_2__region_10.350-12.350.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_16.700-18.700.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_14.300-16.300.mp3,validation
parvipsitta pusilla,project_echo_bucket_2__region_12.700-14.700.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_6.100-8.100.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_30.600-32.050.mp3,train
parvipsitta pusilla,project_echo_bucket_3__region_47.550-48.800.mp3,train
parvipsitta pusilla,project_echo_bucket_2__region_2.450-4.450.mp3,test
alauda arvensis,project_echo_bucket_2__region_8.000-10.000.mp3,validation
alauda arvensis,project_echo_bucket_3__region_12.000-14.000.mp3,train
alauda arvensis,project_echo_bucket_3__region_4.000-6.000.mp3,test
alauda arvensis,project_echo_bucket_2__region_5.900-7.900.mp3,test
alauda arvensis,project_echo_bucket_2__region_14.000-16.000.mp3,train
alauda arvensis,project_echo_bucket_2__region_3.900-5.900.mp3,train
alauda arvensis,project_echo_bucket_3__region_6.000-8.000.mp3,validation
alauda arvensis,project_echo_bucket_3__region_7.900-9.900.mp3,train
alauda arvensis,project_echo_bucket_3__region_3.900-5.900.mp3,train
alauda arvensis,project_echo_bucket_3__region_9.900-11.900.mp3,train
alauda arvensis,project_echo_bucket_3__region_11.900-13.900.mp3,validation
alauda arvensis,project_echo_bucket_2__region_7.900-9.900.mp3,train
